"CUST_ID","ORDER_ID","ORDER_DATETIME","DAYS_ELAPSED_TMAX","DAYS_FROM_CUST_LAST_ORDER","REVENUE","QUANTITY","STORE_ID","PRODUCT_ID","ORDER_STATUS","SHIPMENT_STATUS"
12,125,"2021-04-10 12:41:39",367,302,79.56,2,1,22,"COMPLETE","DELIVERED"
12,839,"2021-09-24 00:55:09",200,135,68.94,3,12,38,"COMPLETE",
12,839,"2021-09-24 00:55:09",200,135,95.8,5,12,7,"COMPLETE",
12,1637,"2022-02-06 02:16:49",65,0,19.6,2,1,25,"COMPLETE","DELIVERED"
13,82,"2021-03-30 00:19:54",378,293,29.49,1,1,10,"COMPLETE","DELIVERED"
13,82,"2021-03-30 00:19:54",378,293,76.68,2,1,21,"COMPLETE","DELIVERED"
13,1052,"2021-11-02 04:10:21",161,76,111,3,1,33,"COMPLETE","DELIVERED"
13,1052,"2021-11-02 04:10:21",161,76,196.48,4,1,36,"COMPLETE","DELIVERED"
13,1052,"2021-11-02 04:10:21",161,76,157.28,4,1,44,"COMPLETE","DELIVERED"
13,1418,"2022-01-05 04:26:48",97,12,57.18,2,13,31,"COMPLETE",
13,1418,"2022-01-05 04:26:48",97,12,95.04,3,13,45,"COMPLETE",
13,1498,"2022-01-17 05:36:16",85,0,26.18,2,13,16,"COMPLETE",
13,1498,"2022-01-17 05:36:16",85,0,174.84,4,13,5,"COMPLETE",
14,79,"2021-03-29 03:35:02",379,302,46.64,2,1,34,"COMPLETE","DELIVERED"
14,79,"2021-03-29 03:35:02",379,302,132.51,3,1,4,"COMPLETE","DELIVERED"
14,79,"2021-03-29 03:35:02",379,302,78.32,4,1,8,"COMPLETE","DELIVERED"
14,349,"2021-06-09 07:20:12",307,230,153.45,5,1,11,"COMPLETE","DELIVERED"
14,349,"2021-06-09 07:20:12",307,230,41.92,4,1,12,"COMPLETE","DELIVERED"
14,808,"2021-09-17 15:02:22",207,130,33,3,1,39,"COMPLETE","DELIVERED"
14,808,"2021-09-17 15:02:22",207,130,37.92,3,1,13,"COMPLETE","DELIVERED"
14,1119,"2021-11-15 08:31:40",148,71,29.4,3,14,25,"COMPLETE",
14,1119,"2021-11-15 08:31:40",148,71,84.64,4,14,9,"COMPLETE",
14,1119,"2021-11-15 08:31:40",148,71,63.36,2,14,45,"COMPLETE",
14,1169,"2021-11-24 15:11:55",139,62,42.32,2,1,9,"COMPLETE","DELIVERED"
14,1169,"2021-11-24 15:11:55",139,62,198.9,5,1,22,"COMPLETE","DELIVERED"
14,1191,"2021-11-30 02:08:39",133,56,74,2,1,33,"COMPLETE","DELIVERED"
14,1191,"2021-11-30 02:08:39",133,56,78.42,3,1,14,"COMPLETE","DELIVERED"
14,1191,"2021-11-30 02:08:39",133,56,102.18,3,1,40,"COMPLETE","DELIVERED"
14,1471,"2022-01-13 06:25:29",89,12,114.84,3,14,6,"COMPLETE",
14,1471,"2022-01-13 06:25:29",89,12,52.28,2,14,14,"COMPLETE",
14,1483,"2022-01-14 19:04:58",88,11,30.99,3,14,23,"COMPLETE",
14,1483,"2022-01-14 19:04:58",88,11,26.14,1,14,14,"COMPLETE",
14,1483,"2022-01-14 19:04:58",88,11,195.8,5,14,46,"COMPLETE",
14,1560,"2022-01-25 05:33:55",77,0,97.9,5,1,8,"COMPLETE","DELIVERED"
14,1560,"2022-01-25 05:33:55",77,0,38.34,1,1,21,"COMPLETE","DELIVERED"
15,290,"2021-05-23 13:08:48",324,237,122.76,4,1,11,"COMPLETE","DELIVERED"
15,290,"2021-05-23 13:08:48",324,237,199.55,5,1,27,"COMPLETE","DELIVERED"
15,290,"2021-05-23 13:08:48",324,237,45.96,2,1,38,"COMPLETE","DELIVERED"
15,513,"2021-07-19 18:56:11",267,180,88.34,2,1,4,"COMPLETE","DELIVERED"
15,513,"2021-07-19 18:56:11",267,180,28.68,2,1,19,"COMPLETE","DELIVERED"
15,513,"2021-07-19 18:56:11",267,180,92.07,3,1,11,"COMPLETE","DELIVERED"
15,1195,"2021-11-30 17:42:24",133,46,12.64,1,1,13,"COMPLETE","DELIVERED"
15,1400,"2022-01-02 05:48:13",100,13,153.45,5,15,11,"COMPLETE",
15,1400,"2022-01-02 05:48:13",100,13,191.4,5,15,6,"COMPLETE",
15,1486,"2022-01-15 15:31:29",87,0,98.24,2,15,36,"COMPLETE",
15,1486,"2022-01-15 15:31:29",87,0,117.96,3,15,44,"COMPLETE",
15,1486,"2022-01-15 15:31:29",87,0,130.7,5,15,14,"COMPLETE",
16,17,"2021-02-27 07:47:46",409,317,195,4,1,26,"COMPLETE","DELIVERED"
16,17,"2021-02-27 07:47:46",409,317,156.64,4,1,46,"COMPLETE","DELIVERED"
16,401,"2021-06-21 09:51:46",295,203,30.72,3,1,28,"COMPLETE","DELIVERED"
16,401,"2021-06-21 09:51:46",295,203,20.96,2,1,12,"COMPLETE","DELIVERED"
16,687,"2021-08-27 11:04:59",228,136,25.28,2,1,13,"COMPLETE","DELIVERED"
16,687,"2021-08-27 11:04:59",228,136,20.22,2,1,42,"COMPLETE","DELIVERED"
16,1373,"2021-12-29 02:22:56",104,12,159.56,4,16,17,"COMPLETE",
16,1373,"2021-12-29 02:22:56",104,12,98.84,4,16,29,"COMPLETE",
16,1437,"2022-01-08 08:04:31",94,2,50.01,3,16,3,"COMPLETE",
16,1439,"2022-01-08 15:48:25",94,2,110.56,4,1,46,"COMPLETE","DELIVERED"
16,1439,"2022-01-08 15:48:25",94,2,63.48,3,1,9,"COMPLETE","DELIVERED"
16,1448,"2022-01-10 18:05:40",92,0,59.1,2,1,2,"COMPLETE","DELIVERED"
16,1451,"2022-01-10 19:06:48",92,0,28.72,4,16,35,"COMPLETE",
16,1451,"2022-01-10 19:06:48",92,0,147.45,5,16,10,"COMPLETE",
17,92,"2021-04-01 08:20:52",376,298,13.97,1,1,15,"COMPLETE","DELIVERED"
17,132,"2021-04-12 01:14:57",365,287,117.96,4,1,10,"COMPLETE","DELIVERED"
17,132,"2021-04-12 01:14:57",365,287,122.76,4,1,11,"COMPLETE","DELIVERED"
17,132,"2021-04-12 01:14:57",365,287,57.18,2,1,31,"COMPLETE","DELIVERED"
17,899,"2021-10-06 20:37:49",188,110,57.18,2,1,31,"COMPLETE","DELIVERED"
17,1200,"2021-11-30 23:19:54",133,55,71.7,5,1,19,"COMPLETE","DELIVERED"
17,1200,"2021-11-30 23:19:54",133,55,119.73,3,1,27,"COMPLETE","DELIVERED"
17,1200,"2021-11-30 23:19:54",133,55,76.64,4,1,7,"COMPLETE","DELIVERED"
17,1552,"2022-01-24 12:09:14",78,0,46.64,2,17,34,"COMPLETE",
18,3,"2021-02-09 23:17:07",427,366,43.3,5,1,41,"COMPLETE","DELIVERED"
18,1348,"2021-12-24 07:53:12",109,48,20.66,2,18,23,"COMPLETE",
18,1348,"2021-12-24 07:53:12",109,48,57.18,2,18,31,"COMPLETE",
18,1348,"2021-12-24 07:53:12",109,48,83.35,5,18,3,"COMPLETE",
18,1659,"2022-02-10 01:15:53",61,0,78.42,3,18,14,"COMPLETE",
19,760,"2021-09-08 18:15:42",216,168,28.21,1,1,20,"COMPLETE","DELIVERED"
19,760,"2021-09-08 18:15:42",216,168,195.8,5,1,46,"COMPLETE","DELIVERED"
19,1363,"2021-12-27 08:55:56",106,58,52.28,2,1,14,"COMPLETE","DELIVERED"
19,1363,"2021-12-27 08:55:56",106,58,122.76,4,1,11,"COMPLETE","DELIVERED"
19,1549,"2022-01-24 04:24:15",78,30,52.28,2,1,14,"COMPLETE","DELIVERED"
19,1549,"2022-01-24 04:24:15",78,30,66.56,4,1,43,"COMPLETE","DELIVERED"
19,1731,"2022-02-23 20:53:32",48,0,22,2,19,39,"COMPLETE",
19,1731,"2022-02-23 20:53:32",48,0,115.02,3,19,21,"COMPLETE",
20,78,"2021-03-28 09:56:00",380,346,105.8,5,1,9,"COMPLETE","DELIVERED"
20,78,"2021-03-28 09:56:00",380,346,7.18,1,1,35,"COMPLETE","DELIVERED"
20,78,"2021-03-28 09:56:00",380,346,66.68,4,1,3,"COMPLETE","DELIVERED"
20,1513,"2022-01-20 04:13:26",82,48,98.24,2,1,36,"COMPLETE","DELIVERED"
20,1513,"2022-01-20 04:13:26",82,48,157.28,4,1,44,"COMPLETE","DELIVERED"
20,1513,"2022-01-20 04:13:26",82,48,43.71,1,1,5,"COMPLETE","DELIVERED"
20,1776,"2022-03-03 23:01:32",40,6,23.32,1,20,34,"COMPLETE",
20,1776,"2022-03-03 23:01:32",40,6,19.6,2,20,25,"COMPLETE",
20,1776,"2022-03-03 23:01:32",40,6,56.42,2,20,20,"COMPLETE",
20,1808,"2022-03-09 10:33:24",34,0,52.28,2,20,14,"COMPLETE",
21,1134,"2021-11-18 07:46:53",145,114,145.17,3,1,24,"COMPLETE","DELIVERED"
21,1134,"2021-11-18 07:46:53",145,114,196.48,4,1,36,"COMPLETE","DELIVERED"
21,1775,"2022-03-03 18:44:22",40,9,59.02,2,21,37,"COMPLETE",
21,1775,"2022-03-03 18:44:22",40,9,176.68,4,21,4,"COMPLETE",
21,1807,"2022-03-09 09:16:47",34,3,145.17,3,21,24,"COMPLETE",
21,1807,"2022-03-09 09:16:47",34,3,76.56,2,21,6,"COMPLETE",
21,1824,"2022-03-12 23:56:53",31,0,22,2,21,39,"COMPLETE",
21,1824,"2022-03-12 23:56:53",31,0,31.44,3,21,12,"COMPLETE",
21,1824,"2022-03-12 23:56:53",31,0,131.13,3,21,5,"COMPLETE",
22,184,"2021-04-26 05:13:15",351,319,49.42,2,1,29,"COMPLETE","DELIVERED"
22,184,"2021-04-26 05:13:15",351,319,12.64,1,1,13,"COMPLETE","DELIVERED"
22,511,"2021-07-19 06:24:36",267,235,57.18,2,1,31,"COMPLETE","DELIVERED"
22,511,"2021-07-19 06:24:36",267,235,153.12,4,1,6,"COMPLETE","DELIVERED"
22,1435,"2022-01-07 15:57:14",95,63,49.42,2,1,29,"COMPLETE","DELIVERED"
22,1435,"2022-01-07 15:57:14",95,63,95.8,5,1,7,"COMPLETE","DELIVERED"
22,1819,"2022-03-11 07:20:17",32,0,102.18,3,22,40,"COMPLETE",
22,1819,"2022-03-11 07:20:17",32,0,25.98,3,22,41,"COMPLETE",
22,1819,"2022-03-11 07:20:17",32,0,20.22,2,22,42,"COMPLETE",
23,60,"2021-03-20 00:07:13",388,0,37.92,3,1,13,"COMPLETE","DELIVERED"
23,60,"2021-03-20 00:07:13",388,0,50.01,3,1,3,"COMPLETE","DELIVERED"
23,60,"2021-03-20 00:07:13",388,0,43.02,3,1,19,"COMPLETE","DELIVERED"
24,200,"2021-04-29 04:26:10",348,109,195,4,1,26,"COMPLETE","DELIVERED"
24,260,"2021-05-14 15:57:52",333,94,117.96,3,1,44,"COMPLETE","DELIVERED"
24,260,"2021-05-14 15:57:52",333,94,116.6,5,1,34,"COMPLETE","DELIVERED"
24,435,"2021-06-27 13:28:48",289,50,13.09,1,1,16,"COMPLETE","DELIVERED"
24,435,"2021-06-27 13:28:48",289,50,69.96,3,1,34,"COMPLETE","DELIVERED"
24,435,"2021-06-27 13:28:48",289,50,66.56,4,1,43,"COMPLETE","DELIVERED"
24,602,"2021-08-10 16:09:10",245,6,59.02,2,1,37,"COMPLETE","DELIVERED"
24,635,"2021-08-16 17:47:22",239,0,48.39,1,1,24,"COMPLETE","DELIVERED"
24,635,"2021-08-16 17:47:22",239,0,97.9,5,1,8,"COMPLETE","DELIVERED"
24,635,"2021-08-16 17:47:22",239,0,196.48,4,1,36,"COMPLETE","DELIVERED"
25,270,"2021-05-18 09:33:25",329,153,147.45,5,1,10,"COMPLETE","DELIVERED"
25,270,"2021-05-18 09:33:25",329,153,49.92,3,1,43,"COMPLETE","DELIVERED"
25,270,"2021-05-18 09:33:25",329,153,55.88,4,1,15,"COMPLETE","DELIVERED"
25,750,"2021-09-06 16:14:45",218,42,220.85,5,1,4,"COMPLETE","DELIVERED"
25,750,"2021-09-06 16:14:45",218,42,43.02,3,1,19,"COMPLETE","DELIVERED"
25,750,"2021-09-06 16:14:45",218,42,38.28,1,1,6,"COMPLETE","DELIVERED"
25,970,"2021-10-18 21:52:33",176,0,118.2,4,1,2,"COMPLETE","DELIVERED"
25,970,"2021-10-18 21:52:33",176,0,7.18,1,1,35,"COMPLETE","DELIVERED"
26,286,"2021-05-22 14:29:16",325,244,17.32,2,1,41,"COMPLETE","DELIVERED"
26,286,"2021-05-22 14:29:16",325,244,30.69,1,1,11,"COMPLETE","DELIVERED"
26,1469,"2022-01-13 02:41:07",89,8,148,4,1,33,"COMPLETE","DELIVERED"
26,1469,"2022-01-13 02:41:07",89,8,24.46,1,1,18,"COMPLETE","DELIVERED"
26,1487,"2022-01-15 20:50:06",87,6,41.32,4,1,23,"COMPLETE","DELIVERED"
26,1487,"2022-01-15 20:50:06",87,6,79.82,2,1,27,"COMPLETE","DELIVERED"
26,1524,"2022-01-21 11:28:57",81,0,27.94,2,1,15,"COMPLETE","DELIVERED"
26,1524,"2022-01-21 11:28:57",81,0,39.27,3,1,16,"COMPLETE","DELIVERED"
27,227,"2021-05-05 04:31:44",342,274,5.65,1,1,32,"COMPLETE","DELIVERED"
27,227,"2021-05-05 04:31:44",342,274,147.75,5,1,2,"COMPLETE","DELIVERED"
27,981,"2021-10-21 05:15:07",173,105,26.18,2,1,16,"COMPLETE","DELIVERED"
27,981,"2021-10-21 05:15:07",173,105,29.49,1,1,10,"COMPLETE","DELIVERED"
27,1341,"2021-12-23 11:22:05",110,42,76.56,2,1,6,"COMPLETE","DELIVERED"
27,1359,"2021-12-26 09:01:25",107,39,25.98,3,1,41,"COMPLETE","DELIVERED"
27,1359,"2021-12-26 09:01:25",107,39,76.56,2,1,6,"COMPLETE","DELIVERED"
27,1375,"2021-12-29 14:17:11",104,36,74.13,3,1,29,"COMPLETE","DELIVERED"
27,1620,"2022-02-03 05:13:10",68,0,193.56,4,1,24,"COMPLETE","DELIVERED"
27,1620,"2022-02-03 05:13:10",68,0,48.92,2,1,18,"COMPLETE","DELIVERED"
28,351,"2021-06-09 19:19:50",307,237,98.84,4,1,29,"COMPLETE","DELIVERED"
28,351,"2021-06-09 19:19:50",307,237,41.32,4,1,23,"COMPLETE","DELIVERED"
28,606,"2021-08-11 12:38:31",244,174,146.25,3,1,26,"COMPLETE","DELIVERED"
28,606,"2021-08-11 12:38:31",244,174,55.88,4,1,15,"COMPLETE","DELIVERED"
28,826,"2021-09-21 12:10:43",203,133,88.65,3,1,2,"COMPLETE","DELIVERED"
28,826,"2021-09-21 12:10:43",203,133,19.16,1,1,7,"COMPLETE","DELIVERED"
28,826,"2021-09-21 12:10:43",203,133,69.85,5,1,15,"COMPLETE","DELIVERED"
28,1352,"2021-12-25 07:13:17",108,38,65.45,5,1,16,"COMPLETE","DELIVERED"
28,1352,"2021-12-25 07:13:17",108,38,57.18,2,1,31,"COMPLETE","DELIVERED"
28,1612,"2022-02-01 22:59:58",70,0,157.28,4,1,44,"COMPLETE","DELIVERED"
28,1612,"2022-02-01 22:59:58",70,0,147.36,3,1,36,"COMPLETE","DELIVERED"
29,197,"2021-04-28 21:24:04",349,333,98.24,2,1,36,"COMPLETE","DELIVERED"
29,197,"2021-04-28 21:24:04",349,333,93.28,4,1,34,"COMPLETE","DELIVERED"
29,197,"2021-04-28 21:24:04",349,333,20.48,2,1,28,"COMPLETE","DELIVERED"
29,199,"2021-04-28 23:35:00",349,333,191.4,5,1,6,"COMPLETE","DELIVERED"
29,199,"2021-04-28 23:35:00",349,333,26.18,2,1,16,"COMPLETE","DELIVERED"
29,947,"2021-10-15 04:52:27",179,163,16.95,3,1,32,"COMPLETE","DELIVERED"
29,947,"2021-10-15 04:52:27",179,163,12.64,1,1,13,"COMPLETE","DELIVERED"
29,1880,"2022-03-24 07:07:34",19,3,138.2,5,23,46,"COMPLETE",
29,1880,"2022-03-24 07:07:34",19,3,66.68,4,23,3,"COMPLETE",
29,1887,"2022-03-25 07:17:03",18,2,114.84,3,23,6,"COMPLETE",
29,1887,"2022-03-25 07:17:03",18,2,220.85,5,23,4,"COMPLETE",
